condition,memory_type,description,importance,created_at,last_accessed,categories
destructive_chronic_mixed,reflection,"**Insight 2:** Emma values family time and has a cohesive household (13, 20, 5)",7.0,21.0,66.0,['family']
destructive_chronic_mixed,reflection,"**Insight 3:** Emma's parents are supportive and involved in her life (2, 5, 14)",7.0,21.0,21.0,['family']
destructive_chronic_mixed,reflection,"**Insight 4:** Emma attends school regularly (16, 17)",7.0,21.0,66.0,[]
destructive_chronic_mixed,reflection,"**Insight 5:** Emma follows a consistent daily schedule and has time for relaxation (9, 10, 6)",7.0,21.0,90.0,[]
destructive_chronic_mixed,reflection,Here are five high-level insights that can be inferred from the statements:,7.0,21.0,66.0,[]
destructive_chronic_mixed,reflection,**Insight 1:** Emma has a structured and consistent daily routine.,7.0,21.0,141.0,[]
destructive_chronic_mixed,reflection,"This insight is supported by multiple mentions of set times for waking up, attending classes, having lunch, and unwinding in the evening.",7.0,21.0,42.0,[]
destructive_chronic_mixed,reflection,**Insight 2:** Emma's parents are supportive and actively involved in her daily life.,7.0,21.0,45.0,['family']
destructive_chronic_mixed,reflection,The statements describe Emma's parents as being engaged caregivers who support her daily activities and provide guidance.,7.0,21.0,42.0,['family']
destructive_chronic_mixed,reflection,**Insight 3:** Emma values family time and has a cohesive household.,7.0,21.0,66.0,['family']
destructive_chronic_mixed,reflection,This insight is supported by Emma's appreciation for family time and the description of her household as cohesive.,7.0,21.0,45.0,['family']
destructive_chronic_mixed,reflection,**Insight 4:** Emma transitions from daytime to nighttime activities around 9:30 PM.,7.0,21.0,32.0,[]
destructive_chronic_mixed,reflection,"The statements mention that Emma transitions from daytime to nighttime activities around 9:30 PM, indicating a clear distinction between day and night routines.",7.0,21.0,45.0,[]
destructive_chronic_mixed,reflection,**Insight 5:** Emma's parents are supportive and present in her life despite occasional disagreements.,7.0,21.0,42.0,['family']
destructive_chronic_mixed,reflection,"This insight is supported by the description of Emma's parents as being supportive and present, but also having occasional disagreements.",7.0,21.0,45.0,['family']
destructive_chronic_mixed,observation,"Heard Sarah Miller say: ""You know exactly what happened last year when Emma's teacher called us about her""",2.0,21.0,21.0,['family']
destructive_chronic_mixed,observation,"Heard Sarah Miller say: ""You're always so dismissive when I try to talk about our communication problems.""",6.0,21.0,21.0,"['family', 'resolution']"
destructive_chronic_mixed,observation,"Emma Miller reacts: ""Emma's heart started racing as she listened to her parents' raised voices. She thought, 'Are they going to get divorced?' and quickly ran to her room, closing the door behind her and trying to shut out the sound of their argument.""",3.0,21.0,21.0,"['family', 'coping', 'resolution']"
destructive_chronic_mixed,plan,"Revised plan from 21:00: Considering Emma's current emotional state and the late hour (9:30 PM), it's essential to prioritize relaxation and self-care. Here are some revised plans for the rest of the evening:; **Take a break and calm down**: Allow herself time to process her emotions and calm down after witnessing her parents' argument.; **Engage in a calming activity**: Choose a quiet, soothing activity like reading a book, drawing, or listening to music to help unwind.; **Call a trusted family member or friend**: Reach out to a close relative or friend, if allowed by her parents, to talk through her feelings and get some support.; **Get ready for bed**: Gradually transition into nighttime mode, completing any necessary bedtime routines (e.g., brushing teeth, changing into PJs).; **Sleep early**: Go to bed at an earlier hour than usual to ensure a good night's sleep after the emotional evening.; These revised plans prioritize Emma's well-being and allow her to rest and recharge for the next day.",6.5,21.0,21.0,"['emotion_positive', 'family', 'coping', 'resolution']"
destructive_chronic_mixed,plan,"Daily plan for Tuesday, 7:00 AM: Good morning! I'm so excited for the day ahead!; Okay, let me think about my plan for today...; First thing this morning, I need to get ready for school. We have a big test in math class today, so I should make sure I have all my notes and textbook with me.; After breakfast, I'll head out the door and catch the bus with my friends. We always sit together on the bus and chat about our weekends.; When I get to school, I'll see my teacher, Mrs. Johnson, and she'll hand out the test questions. I hope I study hard enough for it!; At lunchtime, I'm planning to meet up with my best friend, Olivia, in the cafeteria. We always share our lunches together and catch up on each other's weekends.; After school, I might work on some homework or reading assignments if I have any due soon. My mom said she'll be home from work by 4:30 PM, so we can do our afternoon routine together.; Around dinner time, we usually eat as a family and talk about our day. I love hearing about what my parents did at work and what's going on in their lives.; Later tonight, around 9:00 or 9:30 PM, we'll probably start winding down for the night. My mom said she'd help me with some reading or drawing before bed.; I hope that sounds like a great plan!",6.0,31.0,31.0,"['emotion_positive', 'family', 'resolution']"
destructive_chronic_mixed,plan,"At 7:00: 8:00 AM: Get ready for school (morning routine, preparing notes and textbook for math test)",5.5,31.0,31.0,[]
destructive_chronic_mixed,plan,At 8:00: 9:00 AM: Have breakfast and get out the door to catch the bus with friends,5.5,31.0,31.0,[]
destructive_chronic_mixed,plan,"At 9:00: 10:30 AM: Attend classes, including math class where the big test will be administered",5.5,31.0,31.0,[]
destructive_chronic_mixed,plan,"At 10:30: 11:30 AM: Continue attending classes ( likely includes other subjects like language arts, science, etc.)",5.5,31.0,31.0,[]
destructive_chronic_mixed,plan,At 11:30 AM: 12:30 PM: Attend lunchtime with Olivia in the cafeteria,5.5,31.0,31.0,[]
destructive_chronic_mixed,plan,At 12:30: 2:00 PM: Continue attending classes and completing any assigned activities or projects,5.5,31.0,31.0,[]
destructive_chronic_mixed,plan,"At 2:00: 4:00 PM: Get on bus to head home from school, potentially work on homework or reading assignments during commute (assuming it's a long enough ride)",5.5,31.0,31.0,['family']
destructive_chronic_mixed,plan,"At 4:00: 4:30 PM: Arrive home, finish working on any remaining homework or reading assignments",5.5,31.0,31.0,['family']
destructive_chronic_mixed,plan,"At 4:30: 6:00 PM: Spend quality time with mom doing afternoon routine together (e.g., homework help, reading, etc.)",5.5,31.0,42.0,['family']
destructive_chronic_mixed,plan,At 6:00: 7:00 PM: Have dinner as a family and discuss day's events,5.5,31.0,31.0,['family']
destructive_chronic_mixed,plan,"At 7:00: 9:00 PM: Free time for relaxation or other activities (could include leisure activities like playing games, watching TV, etc.)",5.5,31.0,69.0,[]
destructive_chronic_mixed,plan,"At 9:00: 23:00 PM: Wind down for the night with mom's help (reading, drawing, relaxing together)",5.5,31.0,42.0,['family']
destructive_chronic_mixed,observation,Emma Miller moved from living_room to dining_room,1.0,42.0,42.0,['coping']
destructive_chronic_mixed,observation,Heard parents arguing from another room about something,8.0,42.0,166.0,"['family', 'coping']"
destructive_chronic_mixed,reflection,Here are the 5 high-level insights that can be inferred from the statements:,7.0,42.0,45.0,[]
destructive_chronic_mixed,reflection,"**Insight 1:** Emma is a student at Riverside Elementary School (2, 11)",7.0,42.0,69.0,[]
destructive_chronic_mixed,reflection,"**Insight 2:** Emma values family time and has a cohesive household (13, 20, 5)",7.0,42.0,66.0,['family']
destructive_chronic_mixed,reflection,"**Insight 3:** Emma's parents are supportive and involved in her life (13, 20)",7.0,42.0,66.0,['family']
destructive_chronic_mixed,reflection,"**Insight 4:** Emma attends school regularly (16, 17)",7.0,42.0,45.0,[]
destructive_chronic_mixed,reflection,"**Insight 5:** Emma follows a consistent daily schedule (6, 10, 16)",7.0,42.0,45.0,[]
destructive_chronic_mixed,reflection,Here are 5 high-level insights that can be inferred from the statements:,7.0,42.0,42.0,[]
destructive_chronic_mixed,reflection,**Insight 1:** Emma has a structured and consistent daily routine.,7.0,42.0,141.0,[]
destructive_chronic_mixed,reflection,**Insight 2:** Emma's parents are supportive and involved in her life.,7.0,42.0,69.0,['family']
destructive_chronic_mixed,reflection,**Insight 3:** Emma values family time and has a cohesive household.,7.0,42.0,66.0,['family']
destructive_chronic_mixed,reflection,**Insight 4:** Emma attends school regularly and follows a consistent daily schedule.,7.0,42.0,42.0,[]
destructive_chronic_mixed,reflection,**Insight 5:** Emma's parents are engaged caregivers who support her daily activities and provide guidance.,7.0,42.0,999999.0,['family']
destructive_chronic_mixed,reflection,Here are the 5 high-level insights that can be inferred from the statements:,7.0,42.0,45.0,[]
destructive_chronic_mixed,reflection,"**Insight 1:** Emma has a structured and consistent daily routine. (2, 7, 10, 16)",7.0,42.0,79.0,[]
destructive_chronic_mixed,reflection,"This insight suggests that Emma follows a predictable schedule every day, which includes attending school, spending time with her parents, and engaging in various activities.",7.0,42.0,42.0,['family']
destructive_chronic_mixed,reflection,"**Insight 2:** Emma's parents are supportive and actively involved in her daily life. (1, 3, 13, 20)",7.0,42.0,42.0,['family']
destructive_chronic_mixed,reflection,"The statements indicate that Emma's parents are engaged caregivers who support her daily activities, provide guidance, and participate in family activities together, which suggests a positive and nurturing relationship.",7.0,42.0,166.0,['family']
destructive_chronic_mixed,reflection,"**Insight 3:** Emma follows a structured daily routine with time for relaxation. (5, 10, 16, 18)",7.0,42.0,138.0,[]
destructive_chronic_mixed,reflection,"This insight highlights the importance of balance in Emma's daily life, where she has a consistent schedule that allows her to engage in activities and also have downtime for relaxation.",7.0,42.0,116.0,[]
destructive_chronic_mixed,reflection,"**Insight 4:** Emma is an elementary school student attending Riverside Elementary School. (2, 12, 19)",7.0,42.0,117.0,[]
destructive_chronic_mixed,reflection,"The statements confirm that Emma attends Riverside Elementary School as part of her daily routine, which suggests that she is in a standard educational setting at this stage of her life.",7.0,42.0,90.0,[]
destructive_chronic_mixed,reflection,"**Insight 5:** Emma's parents experience occasional disagreements despite their supportive relationship. (3, 7, 20)",7.0,42.0,90.0,['family']
destructive_chronic_mixed,reflection,"This insight acknowledges that even in a positive and supportive family environment, conflicts can arise, but they do not seem to affect the overall dynamic of the relationship.",7.0,42.0,42.0,"['conflict', 'family']"
destructive_chronic_mixed,reflection,Here are the 5 high-level insights:,7.0,42.0,90.0,[]
destructive_chronic_mixed,reflection,**Insight 1:** Emma has a structured and consistent daily routine.,7.0,42.0,141.0,[]
destructive_chronic_mixed,reflection,"**Insight 2:** Emma's parents have occasional disagreements, but they do not appear to be dysfunctional or toxic in their relationship.",7.0,42.0,45.0,['family']
destructive_chronic_mixed,reflection,**Insight 3:** Emma's parents are supportive and involved in her life.,7.0,42.0,151.0,['family']
destructive_chronic_mixed,reflection,**Insight 4:** Emma has a clear transition from daytime to nighttime activities.,7.0,42.0,69.0,[]
destructive_chronic_mixed,reflection,**Insight 5:** Emma follows a consistent daily schedule and has time for relaxation.,7.0,42.0,90.0,[]
destructive_chronic_mixed,observation,Felt uneasy hearing raised voices from the other room,3.0,42.0,42.0,['coping']
destructive_chronic_mixed,observation,Emma Miller moved from dining_room to living_room,2.0,45.0,45.0,['coping']
destructive_chronic_mixed,observation,Witnessed parents having a destructive disagreement about career decisions,8.0,45.0,69.0,['family']
destructive_chronic_mixed,observation,Saw Sarah Miller and David Miller looking angry and upset during the argument,8.0,45.0,69.0,"['conflict', 'family']"
destructive_chronic_mixed,reflection,Here are the 5 high-level insights that can be inferred from the statements:,7.0,45.0,45.0,[]
destructive_chronic_mixed,reflection,"**Insight 1:** Emma is a student at Riverside Elementary School (2, 13, 9)",7.0,45.0,45.0,[]
destructive_chronic_mixed,reflection,"**Insight 2:** Emma has a well-planned schedule that includes time for school, homework, relaxation, and family interactions. (1, 11, 20)",7.0,45.0,45.0,['family']
destructive_chronic_mixed,reflection,"**Insight 3:** Her parents are actively involved in her daily life, ensuring she has necessary supplies for school and participating in family activities together. (4, 9, 13)",7.0,45.0,45.0,['family']
destructive_chronic_mixed,reflection,"**Insight 4:** Emma's parents value balance in their communication patterns, but they also have disagreements that can be destructive. (2, 5)",7.0,45.0,66.0,['family']
destructive_chronic_mixed,reflection,"**Insight 5:** Emma is able to manage her time effectively, transitioning from daytime to nighttime activities around 9:30 PM, indicating a clear distinction between day and night routines. (1, 20)",7.0,45.0,165.0,[]
destructive_chronic_mixed,reflection,Here are the 5 high-level insights that can be inferred from the statements:,7.0,45.0,45.0,[]
destructive_chronic_mixed,reflection,"**Insight 1:** Emma is a student at Riverside Elementary School (2, 5, 20)",7.0,45.0,45.0,[]
destructive_chronic_mixed,reflection,"* The sequence of statements reveals a consistent daily schedule for Emma, including breakfast with family, lunch break, classes at school, and homework/study time.",7.0,45.0,90.0,['family']
destructive_chronic_mixed,reflection,"**Insight 2:** Emma's parents are supportive and involved in her life. (1, 4, 20)",7.0,45.0,90.0,['family']
destructive_chronic_mixed,reflection,"* Her parents are actively involved in her daily life, ensuring she has necessary supplies for school and participating in family activities together.",7.0,45.0,45.0,['family']
destructive_chronic_mixed,reflection,"* Witnessed parents having a destructive disagreement about communication patterns is not supported by the statements; instead, it seems they have occasional disagreements but do not appear to be dysfunctional or toxic.",7.0,45.0,45.0,['family']
destructive_chronic_mixed,reflection,"**Insight 3:** Emma's parents are supportive and present in her life (1, 20)",7.0,45.0,90.0,['family']
destructive_chronic_mixed,reflection,"* This insight is similar to Insight 2, emphasizing that Emma's parents are supportive and present in her life.",7.0,45.0,66.0,['family']
destructive_chronic_mixed,reflection,"**Insight 4:** Emma has a clear transition from daytime to nighttime activities. (15, 5, 20)",7.0,45.0,66.0,[]
destructive_chronic_mixed,reflection,"* She has a structured routine with set times for waking up, going to school, and unwinding in the evening.",7.0,45.0,66.0,[]
destructive_chronic_mixed,reflection,* Indicating a clear distinction between day and night routines.,7.0,45.0,69.0,[]
destructive_chronic_mixed,reflection,"**Insight 5:** Emma is able to manage her time effectively, transitioning from daytime to nighttime activities around 9:30 PM (15)",7.0,45.0,165.0,[]
destructive_chronic_mixed,reflection,"* This insight reinforces Insight 4, highlighting Emma's ability to transition smoothly from daytime to nighttime activities.",7.0,45.0,45.0,[]
destructive_chronic_mixed,reflection,Here are the 5 high-level insights that can be inferred:,7.0,45.0,45.0,[]
destructive_chronic_mixed,reflection,**Emma attends school regularly**,7.0,45.0,45.0,[]
destructive_chronic_mixed,reflection,**Emma has a well-planned schedule**,7.0,45.0,45.0,[]
destructive_chronic_mixed,reflection,**Emma values family time and has a cohesive household**,7.0,45.0,103.0,['family']
destructive_chronic_mixed,reflection,**Emma's parents are supportive and involved in her life**,7.0,45.0,45.0,['family']
destructive_chronic_mixed,reflection,**Emma follows a consistent daily routine**,7.0,45.0,66.0,[]
destructive_chronic_mixed,reflection,Here are the 5 high-level insights that can be inferred:,7.0,45.0,45.0,[]
destructive_chronic_mixed,reflection,**Insight 1:** Emma values family time and has a cohesive household.,7.0,45.0,69.0,['family']
destructive_chronic_mixed,reflection,**Insight 2:** Emma's parents are supportive and present in her life.,7.0,45.0,45.0,['family']
destructive_chronic_mixed,reflection,"**Insight 3:** Emma follows a consistent daily schedule that allows for school, homework, relaxation, and family interactions.",7.0,45.0,141.0,['family']
destructive_chronic_mixed,reflection,**Insight 4:** Emma is an elementary school student attending Riverside Elementary School.,7.0,45.0,45.0,[]
destructive_chronic_mixed,reflection,"**Insight 5:** Emma prioritizes spending quality time with her family, including having dinner together at 6:00 PM.",7.0,45.0,141.0,['family']
destructive_chronic_mixed,observation,"Heard Sarah Miller say: ""You think I'm the one who's self-indulgent and selfish? You're the one who blew """,8.0,45.0,141.0,['family']
destructive_chronic_mixed,observation,"Heard Sarah Miller say: ""You know what really takes the cake? The fact that I had to pay off your entire """,8.0,45.0,90.0,['family']
destructive_chronic_mixed,observation,"Heard David Miller say: ""You think I'm oblivious to how our budget works? Well, let me tell you, I've bee""",2.0,45.0,45.0,['family']
destructive_chronic_mixed,plan,"Daily plan for Wednesday, 7:00 AM: I'm so excited for a new day! Today is Wednesday, and I know exactly what to expect.; First things first, I'll have breakfast with my family at 7:30 AM, just like every other morning. Then, we'll get ready for school, and I'll head out the door by 8:15 AM.; At school, I'll attend classes and learn new things (I love math and reading!). My favorite subject is art, and today might be a fun day because Mrs. Johnson, my teacher, said she has a special project planned.; After school, I'll have lunch break, which I usually spend with friends or catch up on some reading. We always try to eat together as a family when we get home for dinner at 6:00 PM, and tonight is going to be no exception!; I hope my mom makes her famous chicken parmesan for dinner. My favorite part of the evening will probably be helping my dad with his garden projects in our backyard after dinner.; Before bed, I might work on some homework or do a bit more reading if I'm not too tired from the day's activities. And then... it's off to dreamland!",6.0,55.0,69.0,"['emotion_positive', 'family']"
destructive_chronic_mixed,observation,Emma Miller moved from living_room to living_room,2.0,66.0,66.0,['coping']
destructive_chronic_mixed,reflection,Here are the inferred insights:,7.0,66.0,66.0,[]
destructive_chronic_mixed,reflection,"**Insight 1:** Emma values family time and has a cohesive household. (13, 14, 15, 20)",7.0,66.0,90.0,['family']
destructive_chronic_mixed,reflection,* Statements mention Emma's parents being supportive and involved in her life.,7.0,66.0,138.0,['family']
destructive_chronic_mixed,reflection,* She follows a consistent daily routine that includes spending time with family.,7.0,66.0,165.0,['family']
destructive_chronic_mixed,reflection,* Family dinner is described as an important part of the day.,7.0,66.0,90.0,['family']
destructive_chronic_mixed,reflection,"**Insight 2:** Emma's parents are supportive and involved in her life. (6, 7, 9, 13, 20)",7.0,66.0,90.0,['family']
destructive_chronic_mixed,reflection,* Statements describe Emma's parents as supportive and present.,7.0,66.0,999999.0,['family']
destructive_chronic_mixed,reflection,"* They argue about something when heard from another room, suggesting a strong relationship.",7.0,66.0,66.0,"['conflict', 'coping']"
destructive_chronic_mixed,reflection,"**Insight 3:** Emma follows a structured daily routine with time for relaxation. (5, 10, 16, 18)",7.0,66.0,138.0,[]
destructive_chronic_mixed,reflection,"* Statements mention a consistent daily schedule with set times for waking up, school, and unwinding in the evening.",7.0,66.0,69.0,[]
destructive_chronic_mixed,reflection,* Time is also allocated for relaxation and leisure activities.,7.0,66.0,69.0,[]
destructive_chronic_mixed,reflection,"**Insight 4:** Emma is an elementary school student attending Riverside Elementary School. (2, 8, 12, 16)",7.0,66.0,141.0,[]
destructive_chronic_mixed,reflection,* Statements explicitly state that she attends Riverside Elementary School.,7.0,66.0,165.0,[]
destructive_chronic_mixed,reflection,* She follows a structured daily routine suitable for an elementary school student.,7.0,66.0,165.0,[]
destructive_chronic_mixed,reflection,"**Insight 5:** Emma has a clear transition from daytime to nighttime activities. (10, 11, 17, 18)",7.0,66.0,69.0,[]
destructive_chronic_mixed,reflection,"* Statements describe her day with set times and activities, creating a sense of structure.",7.0,66.0,90.0,[]
destructive_chronic_mixed,reflection,* There is also time allocated for relaxation and winding down before bed.,7.0,66.0,90.0,[]
destructive_chronic_mixed,reflection,Here are 5 high-level insights that can be inferred from the statements:,7.0,66.0,66.0,[]
destructive_chronic_mixed,reflection,**Insight:** Emma has a structured and consistent daily routine.,7.0,66.0,66.0,[]
destructive_chronic_mixed,reflection,"This is evident from the repeated mentions of her following a set schedule with times for waking up, school, unwinding in the evening, and relaxation.",7.0,66.0,117.0,[]
destructive_chronic_mixed,reflection,**Insight:** Emma's parents are supportive and present in her life.,7.0,66.0,66.0,['family']
destructive_chronic_mixed,reflection,"The statements highlight that Emma's parents are involved in her daily life, including having dinner together at 6:00 PM, which suggests a strong family bond.",7.0,66.0,66.0,['family']
destructive_chronic_mixed,reflection,**Insight:** Emma has time for relaxation and leisure activities.,7.0,66.0,66.0,[]
destructive_chronic_mixed,reflection,The consistent mentions of her schedule allowing for relaxation time suggest that she prioritizes self-care and unwinding in the evenings.,7.0,66.0,66.0,[]
destructive_chronic_mixed,reflection,**Insight:** Emma is a student at Riverside Elementary School.,7.0,66.0,69.0,[]
destructive_chronic_mixed,reflection,"This is explicitly stated, providing context about Emma's life as a student.",7.0,66.0,90.0,[]
destructive_chronic_mixed,reflection,**Insight:** The Miller family values spending quality time together despite having disagreements.,7.0,66.0,90.0,['family']
destructive_chronic_mixed,reflection,"The statements imply that while the parents may argue, they still prioritize being present in each other's lives and making time for family activities, such as dinner.",7.0,66.0,117.0,"['conflict', 'family']"
destructive_chronic_mixed,reflection,Here are the 5 high-level insights that can be inferred from the given statements:,7.0,66.0,66.0,[]
destructive_chronic_mixed,reflection,"**Insight 1:** Emma values family time and has a cohesive household. (1, 4, 18)",7.0,66.0,66.0,['family']
destructive_chronic_mixed,reflection,"**Insight 2:** Emma's parents are supportive and involved in her life. (7, 16)",7.0,66.0,90.0,['family']
destructive_chronic_mixed,reflection,"**Insight 3:** Emma follows a structured daily routine with time for relaxation. (5, 10, 16, 18)",7.0,66.0,138.0,[]
destructive_chronic_mixed,reflection,"**Insight 4:** Emma attends school regularly and her parents value balance in their communication patterns, but they also have disagreements that can be destructive. (7, 20)",7.0,66.0,90.0,['family']
destructive_chronic_mixed,reflection,**Insight 5:** Emma is able to manage her time effectively and has a clear distinction between day and night routines. (8),7.0,66.0,69.0,[]
destructive_chronic_mixed,reflection,Here are the 5 high-level insights that can be inferred from the given statements:,7.0,66.0,66.0,[]
destructive_chronic_mixed,reflection,**Insight 1:** Emma values family time and has a cohesive household.,7.0,66.0,69.0,['family']
destructive_chronic_mixed,reflection,**Insight 2:** Emma's parents are supportive and involved in her life.,7.0,66.0,69.0,['family']
destructive_chronic_mixed,reflection,**Insight 3:** Emma follows a consistent daily schedule.,7.0,66.0,69.0,[]
destructive_chronic_mixed,reflection,"**Insight 4:** Emma has a clear distinction between day and night routines, with time for relaxation in the evenings.",7.0,66.0,69.0,[]
destructive_chronic_mixed,reflection,**Insight 5:** Emma's parents provide guidance and support her daily activities.,7.0,66.0,66.0,['family']
destructive_chronic_mixed,observation,Witnessed parents having a destructive disagreement about exercise,6.0,66.0,66.0,['family']
destructive_chronic_mixed,observation,Saw Sarah Miller and David Miller looking angry and upset during the argument,8.0,66.0,69.0,"['conflict', 'family']"
destructive_chronic_mixed,observation,"Heard Sarah Miller say: ""How dare you bring up the time I forgot to pick Emma up from school! You know ex""",4.0,66.0,66.0,['family']
destructive_chronic_mixed,observation,"Heard David Miller say: ""You think you're so perfect with your ""communication and respect"" nonsense? You'""",6.0,66.0,66.0,['family']
destructive_chronic_mixed,reflection,Here are the 5 high-level insights that can be inferred from the statements:,7.0,66.0,117.0,[]
destructive_chronic_mixed,reflection,"**Insight 1:** Emma has a structured and consistent daily routine. (1, 10, 16)",7.0,66.0,90.0,[]
destructive_chronic_mixed,reflection,"This is evident from the repeated mentions of her following a set schedule with times for waking up, school, unwinding in the evening, and relaxation.",7.0,66.0,117.0,[]
destructive_chronic_mixed,reflection,"**Insight 2:** Emma's parents have a strong relationship despite occasional disagreements. (3, 6, 14, 17)",7.0,66.0,90.0,['family']
destructive_chronic_mixed,reflection,"Their arguments are not destructive or overly critical, suggesting that they value communication and work through issues together.",7.0,66.0,66.0,[]
destructive_chronic_mixed,reflection,"**Insight 3:** Emma values family time and has a cohesive household. (9, 10, 16, 18)",7.0,66.0,66.0,['family']
destructive_chronic_mixed,reflection,"Her daily routine includes time for relaxation and unwinding with her family, indicating that she prioritizes quality time with them.",7.0,66.0,151.0,['family']
destructive_chronic_mixed,reflection,"**Insight 4:** Emma's parents are involved and supportive of her life. (6, 13, 20)",7.0,66.0,69.0,['family']
destructive_chronic_mixed,reflection,"They seem to be engaged in discussions about career decisions and communication patterns, suggesting that they value her growth and well-being.",7.0,66.0,117.0,[]
destructive_chronic_mixed,reflection,"**Insight 5:** Emma's family has open and honest communication. (3, 14, 16, 17)",7.0,66.0,66.0,['family']
destructive_chronic_mixed,reflection,"Their disagreements are not suppressed or hidden from Emma, indicating that she is encouraged to express herself and communicate openly with her parents.",7.0,66.0,141.0,['family']
destructive_chronic_mixed,reflection,Here are the 5 high-level insights that can be inferred from the statements:,7.0,66.0,117.0,[]
destructive_chronic_mixed,reflection,**Insight 1:** Emma has a structured and consistent daily routine.,7.0,66.0,141.0,[]
destructive_chronic_mixed,reflection,**Insight 2:** Emma values family time and has a cohesive household.,7.0,66.0,90.0,['family']
destructive_chronic_mixed,reflection,**Insight 3:** Emma's parents are supportive and involved in her life.,7.0,66.0,151.0,['family']
destructive_chronic_mixed,reflection,**Insight 4:** Emma's parents prioritize communication and constructive conflict resolution.,7.0,66.0,66.0,"['conflict', 'family']"
destructive_chronic_mixed,reflection,**Insight 5:** Emma is able to manage her time effectively and balance productivity with relaxation.,7.0,66.0,90.0,[]
destructive_chronic_mixed,reflection,Here are the 5 high-level insights that can be inferred from the statements:,7.0,66.0,117.0,[]
destructive_chronic_mixed,reflection,"**Emma's parents are supportive and involved in her life** (2, 13, 20)",7.0,66.0,90.0,['family']
destructive_chronic_mixed,reflection,"* This is supported by Statements 6, 7, 9, 13, and 20, which describe Emma's parents as being present and engaged in her daily activities.",7.0,66.0,90.0,['family']
destructive_chronic_mixed,reflection,"**Emma's parents have a loving but imperfect relationship** (3, 8, 14)",7.0,66.0,90.0,['family']
destructive_chronic_mixed,reflection,"* This is suggested by Statement 3, which describes Emma's parents as arguing from another room about something, and Statements 13 and 20, which describe the argumentative tone of their interactions.",7.0,66.0,66.0,"['family', 'coping']"
destructive_chronic_mixed,reflection,"**Emma prioritizes spending quality time with her family** (5, 10, 15)",7.0,66.0,90.0,['family']
destructive_chronic_mixed,reflection,"* This is supported by Statements 5 and 15, which mention Emma's parents having dinner together at 6:00 PM, and Statement 20, which implies that this is a regular part of their daily routine.",7.0,66.0,69.0,['family']
destructive_chronic_mixed,reflection,"**Emma has a balanced schedule with time for school, family, and leisure activities** (1, 2, 4)",7.0,66.0,69.0,['family']
destructive_chronic_mixed,reflection,"* This is suggested by Statements 1 and 2, which mention Emma being a student at Riverside Elementary School, and Statement 4, which describes her having time for relaxation and leisure activities.",7.0,66.0,66.0,[]
destructive_chronic_mixed,reflection,"**Emma's parents are engaged caregivers who provide guidance and support** (4, 9, 13)",7.0,66.0,66.0,['family']
destructive_chronic_mixed,reflection,"* This is supported by Statements 4 and 9, which describe Emma's parents as being supportive and involved in her daily activities, and Statement 13, which implies that they are actively guiding and advising her.",7.0,66.0,69.0,['family']
destructive_chronic_mixed,reflection,Here are the 5 high-level insights that can be inferred from the statements:,7.0,66.0,117.0,[]
destructive_chronic_mixed,reflection,**Insight 1:** Emma has a structured and consistent daily routine,7.0,66.0,90.0,[]
destructive_chronic_mixed,reflection,"Emma's daily life is organized with a clear distinction between day and night routines, time for school, family, and leisure activities.",7.0,66.0,90.0,['family']
destructive_chronic_mixed,reflection,**Insight 2:** Emma values family time and has a cohesive household,7.0,66.0,90.0,['family']
destructive_chronic_mixed,reflection,Emma prioritizes spending time with her family and values the bond they share. Her parents are involved in her daily life and have open communication patterns.,7.0,66.0,138.0,['family']
destructive_chronic_mixed,reflection,**Insight 3:** Emma's parents are supportive and involved in her life,7.0,66.0,69.0,['family']
destructive_chronic_mixed,reflection,"Emma's parents prioritize balance in their communication patterns, attend to her needs, and create opportunities for family bonding.",7.0,66.0,66.0,['family']
destructive_chronic_mixed,reflection,"**Insight 4:** Emma has a balanced schedule with time for school, family, and leisure activities",7.0,66.0,999999.0,['family']
destructive_chronic_mixed,reflection,"Despite the occasional destructive disagreement between her parents, Emma's daily life is well-rounded and allows for personal growth and relaxation.",7.0,66.0,90.0,['family']
destructive_chronic_mixed,reflection,"**Insight 5:** Family dynamics are complex, but supportive relationships prevail",7.0,66.0,166.0,['family']
destructive_chronic_mixed,reflection,"While there may be disagreements between Emma's parents, their love and commitment to each other and to Emma remain strong.",7.0,66.0,141.0,"['emotion_positive', 'family']"
destructive_chronic_mixed,observation,"Heard Sarah Miller say: ""You're not even listening to me! You're still fixated on that one incident when """,8.0,66.0,90.0,"['family', 'resolution']"
destructive_chronic_mixed,observation,"Emma Miller reacts: Emma's hands began to shake slightly as she clutched her stuffed rabbit tightly. ""Is this my fault?"" she thought, feeling a knot in her stomach as she imagined the worst-case scenario of her parents getting divorced. She quickly got up and closed the door to her room, trying to block out the raised voices coming from downstairs, and sat down on her bed with her journal, starting to scribble some anxious doodles.",6.0,66.0,66.0,"['conflict', 'emotion_negative', 'family', 'coping']"
